time,latitude,longitude,mag,place
2019-11-15T08:13:25.673Z,61.4884,-146.5514,1.7,"41km NNW of Valdez, Alaska"
2019-11-15T08:08:49.771Z,1.5589,126.5327,5,"126km NW of Kota Ternate, Indonesia"
2019-11-15T07:53:17.482Z,63.3606,-151.5227,1.9,"128km W of Cantwell, Alaska"
2019-11-15T07:50:36.260Z,38.758667,-122.7268295,1.49,"3km SE of The Geysers, CA"
2019-11-15T07:50:01.932Z,41.479,20.6971,4.4,"11km E of Centar Zupa, Macedonia"
2019-11-15T07:41:03.020Z,33.6988333,-116.7268333,0.89,"5km S of Idyllwild, CA"
2019-11-15T07:11:25.230Z,35.6795,-117.4905,0.62,"12km SW of Searles Valley, CA"
2019-11-15T07:10:33.510Z,37.8653,-114.9995,1.6,"48km W of Pioche, Nevada"
2019-11-15T07:09:27.500Z,37.7972,-115.056,1.9,"48km N of Alamo, Nevada"
2019-11-15T07:06:54.105Z,-4.4675,101.7663,4.8,"92km SW of Bengkulu, Indonesia"
2019-11-15T06:52:13.770Z,35.9085,-117.7446667,0.58,"15km ESE of Little Lake, CA"
2019-11-15T06:39:36.850Z,19.4935,-68.3708,2.59,"90km NE of Miches, Dominican Republic"
2019-11-15T06:33:15.430Z,19.0868,-66.4448,2.62,"69km N of Tierras Nuevas Poniente, Puerto Rico"
2019-11-15T06:31:14.710Z,38.8361664,-122.8096695,0.56,"8km WNW of Cobb, CA"
2019-11-15T06:29:04.880Z,38.8448334,-122.7973328,0.91,"7km WNW of Cobb, CA"
2019-11-15T06:28:23.140Z,35.8635,-117.6876667,0.82,"21km ESE of Little Lake, CA"
2019-11-15T06:24:56.732Z,36.09638977,-97.4567337,1.88,"20km NE of Crescent, Oklahoma"
2019-11-15T06:14:53.300Z,19.1876659,-155.4564972,2,"3km SE of Pahala, Hawaii"
2019-11-15T06:08:35.318Z,1.5671,126.4198,4.5,"136km NW of Kota Ternate, Indonesia"
2019-11-15T05:59:30.910Z,19.1741657,-155.4263306,2.02,"6km ESE of Pahala, Hawaii"
2019-11-15T05:56:41.911Z,59.3953,-153.6247,2,"83km ESE of Old Iliamna, Alaska"
2019-11-15T05:53:17.523Z,-6.9184,130.4248,4.5,"150km NW of Saumlaki, Indonesia"
2019-11-15T05:52:41.230Z,37.640667,-118.9306641,1.05,"4km E of Mammoth Lakes, CA"
2019-11-15T05:52:10.640Z,19.2993,-67.2995,3.27,"87km N of San Antonio, Puerto Rico"
2019-11-15T05:47:18.836Z,1.669,126.4201,4.9,"139km E of Bitung, Indonesia"
2019-11-15T05:44:19.998Z,60.1882,-141.6679,1.9,"44km ENE of Cape Yakataga, Alaska"
2019-11-15T05:42:31.417Z,35.08996964,-97.92996216,1.79,"4km N of Chickasha, Oklahoma"
2019-11-15T05:36:06.101Z,60.5306,-151.7222,1.7,"25km W of Kenai, Alaska"
2019-11-15T05:34:49.267Z,1.5642,126.352,5,"130km E of Bitung, Indonesia"
2019-11-15T05:32:54.980Z,35.6698333,-117.4851667,0.92,"13km SW of Searles Valley, CA"
2019-11-15T05:27:53.420Z,1.5712,126.3348,4.9,"128km E of Bitung, Indonesia"
2019-11-15T05:24:31.330Z,36.089,-117.8525,1.27,"10km ENE of Coso Junction, CA"
2019-11-15T05:23:17.240Z,38.7986679,-122.7348328,0.71,"3km SSW of Cobb, CA"
2019-11-15T05:13:02.780Z,19.1866665,-155.4398346,1.9,"4km ESE of Pahala, Hawaii"
2019-11-15T05:07:25.150Z,38.8363342,-122.793663,0.83,"6km WNW of Cobb, CA"
2019-11-15T05:00:06.840Z,33.0918333,-116.6011667,0.84,"2km N of Julian, CA"
2019-11-15T04:51:02.546Z,61.3974,-150.9855,1.5,"56km WSW of Big Lake, Alaska"
2019-11-15T04:51:02.050Z,38.8096657,-122.8255005,0.56,"7km WNW of The Geysers, CA"
2019-11-15T04:42:11.819Z,1.4716,126.3009,4.9,"124km E of Bitung, Indonesia"
2019-11-15T04:37:31.600Z,35.794,-117.6386667,0.73,"20km N of Ridgecrest, CA"
2019-11-15T04:20:48.370Z,17.3701,-67.4845,1.8,"74km SSW of Pole Ojea, Puerto Rico"
2019-11-15T04:18:23.050Z,33.9856667,-116.9921667,1.39,"6km E of Calimesa, CA"
2019-11-15T04:15:28.650Z,18.1231,-68.6456,2.68,"28km S of Boca de Yuma, Dominican Republic"
2019-11-15T04:14:48.129Z,48.2838,-71.0145,3,"15km SSE of Saguenay, Canada"
2019-11-15T03:58:51.698Z,1.6742,126.4737,4.6,"139km NW of Kota Ternate, Indonesia"
2019-11-15T03:58:05.070Z,33.6735,-116.774,0.84,"9km SW of Idyllwild, CA"
2019-11-15T03:50:20.490Z,37.1748,-117.0145,0.8,"37km NW of Beatty, Nevada"
2019-11-15T03:50:16.190Z,35.5856667,-117.4225,2.08,"20km S of Trona, CA"
2019-11-15T03:33:00.400Z,36.833168,-121.4061661,1.88,"2km SSW of Hollister, CA"
2019-11-15T03:32:20.340Z,19.0981,-67.1253,2.79,"66km N of Isabela, Puerto Rico"
2019-11-15T03:13:00.245Z,1.6665,126.5444,5,"133km NW of Kota Ternate, Indonesia"
2019-11-15T02:59:51.255Z,60.6656,-151.9062,1.8,"33km W of Nikiski, Alaska"
2019-11-15T02:48:18.670Z,38.8106651,-122.8281631,0.76,"7km WNW of The Geysers, CA"
2019-11-15T02:33:36.820Z,18.8353,-67.1796,2.64,"38km NNW of San Antonio, Puerto Rico"
2019-11-15T02:30:57.340Z,33.5025,-116.5541667,0.13,"12km ESE of Anza, CA"
2019-11-15T02:22:30.560Z,38.8006668,-122.8101654,0.78,"5km WNW of The Geysers, CA"
2019-11-15T02:21:01.523Z,61.2672,-146.8129,1.6,"29km WNW of Valdez, Alaska"
2019-11-15T02:20:17.100Z,35.6943333,-117.522,0.73,"13km SW of Searles Valley, CA"
2019-11-15T02:15:54.990Z,38.7941666,-122.7825012,0.55,"3km NW of The Geysers, CA"
2019-11-15T02:14:43.220Z,33.2798333,-116.4023333,0.71,"4km NW of Borrego Springs, CA"
2019-11-15T02:06:29.882Z,1.6205,126.412,4.5,"138km E of Bitung, Indonesia"
2019-11-15T02:03:46.910Z,33.0911667,-116.5931667,0.69,"2km NNE of Julian, CA"
2019-11-15T01:57:26.228Z,13.2487,119.9417,4.8,"57km WSW of Harrison, Philippines"
2019-11-15T01:48:06.700Z,19.3788338,-155.0411682,1.76,"15km SSE of Fern Acres, Hawaii"
2019-11-15T01:41:53.040Z,35.6285,-117.4818333,1.08,"17km SSW of Searles Valley, CA"
2019-11-15T01:36:28.187Z,6.8737,126.7211,4.5,"35km ESE of Tarragona, Philippines"
2019-11-15T01:27:52.727Z,61.6985,-150.0338,1.5,"5km S of Willow, Alaska"
2019-11-15T01:21:18.018Z,61.6248,-151.873,2,"98km W of Willow, Alaska"
2019-11-15T01:21:09.710Z,40.4263344,-124.4866638,2.03,"20km WNW of Petrolia, CA"
2019-11-15T01:17:38.841Z,1.6033,126.3558,5.9,"131km E of Bitung, Indonesia"
2019-11-15T01:06:06.603Z,61.5715,-140.9764,2,"184km E of Chitina, Alaska"
2019-11-15T00:58:05.950Z,33.4753333,-116.7285,0.7,"10km SSW of Anza, CA"
2019-11-15T00:56:25.740Z,19.1863327,-155.4360046,1.88,"5km ESE of Pahala, Hawaii"
2019-11-15T00:54:18.710Z,37.6673333,-118.8775,0.26,"10km ENE of Mammoth Lakes, CA"
2019-11-15T00:50:17.110Z,37.1362,-117.1027,1.4,"39km NW of Beatty, Nevada"
2019-11-15T00:44:36.920Z,37.7405014,-121.9264984,2.3,"4km N of Dublin, CA"
2019-11-15T00:40:47.672Z,60.4461,-150.9338,1.7,"8km SE of Soldotna, Alaska"
2019-11-15T00:39:08.351Z,2.2416,126.6494,4.8,"161km WNW of Tobelo, Indonesia"
2019-11-15T00:32:43.990Z,33.0895,-116.6015,0.86,"1km N of Julian, CA"
2019-11-15T00:30:43.550Z,38.8358345,-122.8028336,0.79,"7km WNW of Cobb, CA"
2019-11-15T00:29:43.800Z,35.7695,-117.5751667,0.43,"16km W of Searles Valley, CA"
2019-11-15T00:29:18.150Z,35.7741667,-117.5846667,0.58,"16km W of Searles Valley, CA"
2019-11-15T00:25:05.040Z,35.7771667,-117.5881667,1.29,"17km W of Searles Valley, CA"
2019-11-15T00:22:10.420Z,37.643,-118.9276667,0.37,"5km E of Mammoth Lakes, CA"
2019-11-15T00:18:43.510Z,37.6738333,-118.8766667,0.6,"10km ENE of Mammoth Lakes, CA"
2019-11-15T00:16:35.060Z,61.2038,-147.0307,2.1,"37km WNW of Valdez, Alaska"
2019-11-15T00:09:47.613Z,62.3999,-151.974,1.8,"96km W of Talkeetna, Alaska"
2019-11-15T00:02:32.540Z,36.0543333,-117.5431667,0.68,"34km NNW of Searles Valley, CA"
2019-11-15T00:01:45.683Z,60.1521,-153.191,1.8,"44km SW of Redoubt Volcano, Alaska"
2019-11-15T00:00:24.094Z,35.98155594,-96.18872833,1.82,"4km NNE of Kellyville, Oklahoma"
2019-11-14T23:59:43.998Z,1.6803,126.4248,4.8,"140km E of Bitung, Indonesia"
2019-11-14T23:59:02.540Z,32.4956667,-116.7651667,1.6,"15km WSW of Tecate, B.C., MX"
2019-11-14T23:53:27.970Z,19.368,-67.7943,2.58,"108km NE of Punta Cana, Dominican Republic"
2019-11-14T23:52:43.170Z,35.6071667,-117.4835,0.08,"18km E of Ridgecrest, CA"
2019-11-14T23:42:49.850Z,52.0763333,-176.1318333,-0.18,"42km ENE of Adak, Alaska"
2019-11-14T23:33:45.800Z,35.3663333,-117.8971667,1.55,"24km W of Johannesburg, CA"
2019-11-14T23:29:44.740Z,60.029,-153.084,-0.78,"54km SSW of Redoubt Volcano, Alaska"
2019-11-14T23:28:53.860Z,35.7873333,-117.6036667,0.86,"18km W of Searles Valley, CA"
2019-11-14T23:27:24.950Z,34.0116667,-116.3258333,0.98,"14km S of Joshua Tree, CA"
2019-11-14T23:26:32.650Z,58.1868333,-155.332,0.49,"95km SE of King Salmon, Alaska"
2019-11-14T23:24:02.118Z,37.1471,-117.099,0.2,"40km NW of Beatty, Nevada"
2019-11-14T23:17:21.402Z,1.5957,126.3515,5.5,"131km E of Bitung, Indonesia"
2019-11-14T23:17:08.280Z,36.0873333,-117.8595,0.47,"9km ENE of Coso Junction, CA"
2019-11-14T23:15:57.264Z,61.491,-146.5165,1.6,"41km NNW of Valdez, Alaska"
2019-11-14T23:11:17.031Z,37.1527,-117.0925,0.4,"40km NW of Beatty, Nevada"
2019-11-14T23:04:52.780Z,35.7533333,-117.5918333,0.88,"17km NNE of Ridgecrest, CA"
2019-11-14T23:00:33.559Z,61.2141,-147.4379,1.7,"59km W of Valdez, Alaska"
2019-11-14T22:58:54.956Z,37.144,-117.1053,1.2,"40km NW of Beatty, Nevada"
2019-11-14T22:51:48.655Z,37.1544,-117.0934,0.9,"40km NW of Beatty, Nevada"
2019-11-14T22:47:20.621Z,68.12,-162.1875,2.5,"69km NNE of Noatak, Alaska"
2019-11-14T22:44:34.880Z,34.37366667,-97.402,1.9,"17km NNE of Healdton, Oklahoma"
2019-11-14T22:43:35.378Z,61.3202,-150.0346,1.8,"13km NNW of Anchorage, Alaska"
2019-11-14T22:42:23.725Z,1.6212,126.4058,5.2,"137km E of Bitung, Indonesia"
2019-11-14T22:42:12.573Z,61.5222,-146.6161,1.9,"45km NNW of Valdez, Alaska"
2019-11-14T22:41:41.280Z,36.4243317,-120.6376648,1.83,"3km ENE of New Idria, CA"
2019-11-14T22:39:36.650Z,38.792,-122.4253333,1.77,"12km E of Hidden Valley Lake, CA"
2019-11-14T22:37:21.312Z,39.0748,-119.0291,1.3,"15km NE of Yerington, Nevada"
2019-11-14T22:37:13.240Z,35.7818333,-117.6141667,1.92,"19km NNE of Ridgecrest, CA"
2019-11-14T22:34:44.393Z,38.6877,-117.0477,1.7,"70km NNE of Tonopah, Nevada"
2019-11-14T22:34:21.112Z,1.6742,126.4001,5.3,"137km E of Bitung, Indonesia"
2019-11-14T22:32:46.940Z,35.8751667,-117.69,0.58,"21km ESE of Little Lake, CA"
2019-11-14T22:32:23.250Z,33.4883333,-116.4868333,0.26,"19km ESE of Anza, CA"
2019-11-14T22:32:12.560Z,33.4905,-116.4936667,0.24,"18km ESE of Anza, CA"
2019-11-14T22:31:57.590Z,33.4891667,-116.4913333,0.17,"18km ESE of Anza, CA"
2019-11-14T22:31:47.080Z,37.6715,-118.8831667,0.38,"9km ENE of Mammoth Lakes, CA"
2019-11-14T22:28:21.427Z,1.6714,126.4384,4.9,"141km E of Bitung, Indonesia"
2019-11-14T22:25:50.863Z,1.5792,126.4804,5,"132km NW of Kota Ternate, Indonesia"
2019-11-14T22:17:06.180Z,34.2781667,-117.6228333,1.44,"9km S of Wrightwood, CA"
2019-11-14T22:15:30.190Z,35.8721667,-117.6613333,0.04,"23km ESE of Little Lake, CA"
2019-11-14T22:15:28.910Z,35.4936667,-115.5023333,2.3,"17km SW of Primm, NV"
2019-11-14T22:15:11.002Z,1.6301,126.4784,5.4,"136km NW of Kota Ternate, Indonesia"
2019-11-14T22:06:56.920Z,58.178,-155.3638333,0.58,"94km SE of King Salmon, Alaska"
2019-11-14T22:05:12.790Z,34.1515,-117.0283333,0.84,"10km SE of Running Springs, CA"
2019-11-14T22:02:25.327Z,63.2718,-151.1076,1.8,"108km W of Cantwell, Alaska"
2019-11-14T22:02:06.259Z,37.0067,-116.1571,-0.1,"54km ENE of Beatty, Nevada"
2019-11-14T22:00:34.672Z,1.4774,126.4257,5,"129km NW of Kota Ternate, Indonesia"
2019-11-14T21:56:06.364Z,1.6165,126.4591,4.4,"136km NW of Kota Ternate, Indonesia"
2019-11-14T21:55:18.630Z,35.6395,-117.5833333,1.41,"9km ENE of Ridgecrest, CA"
2019-11-14T21:51:31.385Z,36.8677,-116.2011,-0.3,"49km E of Beatty, Nevada"
2019-11-14T21:45:01.260Z,58.209,-155.0635,-0.74,"98km NW of Larsen Bay, Alaska"
2019-11-14T21:39:27.370Z,19.4939995,-155.5911713,1.83,"29km E of Honaunau-Napoopoo, Hawaii"
2019-11-14T21:38:16.980Z,37.6398333,-118.9306667,-0.22,"4km E of Mammoth Lakes, CA"
2019-11-14T21:37:24.760Z,1.4841,126.4258,5.3,"130km NW of Kota Ternate, Indonesia"
2019-11-14T21:36:14.590Z,17.8915,-66.1181,2.33,"8km SE of Jobos, Puerto Rico"
2019-11-14T21:33:46.533Z,1.585,126.4555,4.8,"134km NW of Kota Ternate, Indonesia"
2019-11-14T21:30:51.582Z,-17.6094,-178.7758,4.7,"236km SE of Lambasa, Fiji"
2019-11-14T21:27:05.530Z,18.2816,-66.3068,1.79,"6km S of Corozal, Puerto Rico"
2019-11-14T21:21:20.640Z,37.6181667,-118.8255,0.05,"14km E of Mammoth Lakes, CA"
2019-11-14T21:19:37.230Z,19.1634998,-155.4329987,1.88,"6km SE of Pahala, Hawaii"
2019-11-14T21:16:04.940Z,46.3623333333333,-122.457833333333,1.24,"25km SSW of Morton, Washington"
2019-11-14T21:12:54.948Z,1.543,126.4671,6,"130km NW of Kota Ternate, Indonesia"
2019-11-14T21:07:29.091Z,1.5298,126.4209,5.2,"133km NW of Kota Ternate, Indonesia"
2019-11-14T21:02:00.090Z,37.6521667,-118.8701667,0.64,"10km E of Mammoth Lakes, CA"
2019-11-14T20:54:02.004Z,1.6672,126.4508,5.3,"141km NW of Kota Ternate, Indonesia"
2019-11-14T20:52:31.230Z,35.6591667,-117.489,1.15,"14km SSW of Searles Valley, CA"
2019-11-14T20:52:25.780Z,-8.5514,-74.5294,4.9,"19km S of Pucallpa, Peru"
2019-11-14T20:49:25.740Z,44.7918333,-111.3308333,0.56,"23km NW of West Yellowstone, Montana"
2019-11-14T20:39:05.876Z,1.6893,126.3961,5.3,"137km ENE of Bitung, Indonesia"
2019-11-14T20:35:31.500Z,35.138,-95.36966667,2.76,"1km N of Quinton, Oklahoma"
2019-11-14T20:30:14.431Z,37.3128,-116.2116,0.3,"66km NE of Beatty, Nevada"
2019-11-14T20:29:35.560Z,35.7096667,-117.5673333,1.02,"14km NE of Ridgecrest, CA"
2019-11-14T20:26:38.820Z,37.5945,-113.0443333,1.67,"9km S of Cedar City, Utah"
2019-11-14T20:25:34.220Z,38.8201675,-122.8633347,0.69,"10km WNW of The Geysers, CA"
2019-11-14T20:23:49.250Z,36.7260017,-121.4313354,1.6,"11km SSW of Ridgemark, CA"
2019-11-14T20:23:28.150Z,38.8166656,-122.8274994,0.37,"8km NW of The Geysers, CA"
2019-11-14T20:20:25.740Z,19.4141674,-155.2716675,1.84,"4km WSW of Volcano, Hawaii"
2019-11-14T20:19:45.140Z,19.3996658,-155.2693329,1.73,"4km SW of Volcano, Hawaii"
2019-11-14T20:19:42.990Z,1.7304,126.6039,5.4,"134km NW of Kota Ternate, Indonesia"
2019-11-14T20:18:30.470Z,39.3471667,-123.1038333,1.32,"13km NE of Redwood Valley, CA"
2019-11-14T20:13:07.160Z,35.6753333,-117.521,1.9,"15km SW of Searles Valley, CA"
2019-11-14T20:10:49.340Z,1.7128,126.3712,5,"135km ENE of Bitung, Indonesia"
2019-11-14T20:09:13.420Z,35.8671667,-117.6845,0.93,"22km ESE of Little Lake, CA"
2019-11-14T20:08:56.309Z,36.7006,-116.169,0.1,"57km NNW of Pahrump, Nevada"
2019-11-14T20:07:05.482Z,1.6768,126.5584,4.6,"133km NW of Kota Ternate, Indonesia"
2019-11-14T20:06:16.100Z,38.8325005,-122.8105011,1.14,"8km W of Cobb, CA"
2019-11-14T20:04:16.300Z,35.7088333,-117.5321667,1.18,"13km WSW of Searles Valley, CA"
2019-11-14T20:03:03.370Z,37.6546667,-118.9476667,0.28,"3km NE of Mammoth Lakes, CA"
2019-11-14T20:02:34.130Z,46.0061667,-112.4645,1.5,"5km E of Butte, Montana"
2019-11-14T20:02:17.030Z,36.8943329,-121.6181641,1.8,"2km ENE of Aromas, CA"
2019-11-14T19:55:36.856Z,62.6727,-149.2257,1.3,"59km NE of Talkeetna, Alaska"
2019-11-14T19:55:16.260Z,37.3931667,-118.4418333,1.35,"2km WNW of Dixon Lane-Meadow Creek, CA"
2019-11-14T19:53:36.310Z,35.8808333,-117.6841667,1.07,"21km ESE of Little Lake, CA"
2019-11-14T19:51:38.280Z,40.3068333,-121.3653333,1.02,"11km W of Chester, CA"
2019-11-14T19:49:47.160Z,35.8798333,-117.6715,0.22,"22km ESE of Little Lake, CA"
2019-11-14T19:49:30.180Z,36.0221667,-117.3335,0.28,"29km N of Trona, CA"
2019-11-14T19:49:08.090Z,35.641,-117.4648333,-0.24,"15km SSW of Searles Valley, CA"
2019-11-14T19:48:57.000Z,35.9078333,-117.7515,-0.07,"14km ESE of Little Lake, CA"
2019-11-14T19:46:36.692Z,37.0202,-116.1617,-0.5,"54km ENE of Beatty, Nevada"
2019-11-14T19:46:24.733Z,-43.1732,-74.3256,4.4,"58km W of Puerto Quellon, Chile"
2019-11-14T19:46:23.520Z,37.7386665,-121.9281693,1.85,"4km N of Dublin, CA"
2019-11-14T19:45:21.928Z,62.3614,-150.2275,1.3,"7km NW of Talkeetna, Alaska"
2019-11-14T19:25:40.634Z,60.6912,-152.5632,2.4,"24km NNE of Redoubt Volcano, Alaska"
2019-11-14T19:22:37.040Z,36.0391667,-117.7088333,0.38,"21km ENE of Little Lake, CA"
2019-11-14T19:22:05.410Z,35.3691667,-117.897,1.35,"24km W of Johannesburg, CA"
2019-11-14T19:16:54.810Z,35.6701667,-116.4835,0.61,"30km SW of Tecopa, CA"
2019-11-14T19:16:09.510Z,58.2,-155.3358333,-0.38,"94km SE of King Salmon, Alaska"
2019-11-14T19:08:57.330Z,37.5615,-118.8483333,0.86,"14km SE of Mammoth Lakes, CA"
2019-11-14T19:02:42.410Z,17.8923,-66.1208,2.6,"11km SSE of Jobos, Puerto Rico"
2019-11-14T18:59:19.995Z,62.7953,-151.0021,2.5,"69km NW of Talkeetna, Alaska"
2019-11-14T18:57:02.000Z,35.9013333,-117.7546667,0.88,"14km ESE of Little Lake, CA"
2019-11-14T18:55:59.300Z,38.828167,-122.7993317,0.56,"7km W of Cobb, CA"
2019-11-14T18:54:32.950Z,33.2193333,-116.7443333,1.07,"3km SE of Lake Henshaw, CA"
2019-11-14T18:52:40.220Z,33.1485,-116.4081667,1.01,"12km SSW of Borrego Springs, CA"
2019-11-14T18:49:10.270Z,35.6656667,-117.5251667,1.69,"14km ENE of Ridgecrest, CA"
2019-11-14T18:45:38.724Z,1.4428,126.3843,5.8,"131km NW of Kota Ternate, Indonesia"
2019-11-14T18:45:29.090Z,35.8945,-117.6991667,0.65,"19km ESE of Little Lake, CA"
2019-11-14T18:30:17.453Z,7.0297,94.7753,5,"139km NNW of Sabang, Indonesia"
2019-11-14T18:26:11.810Z,35.99016667,-96.80033333,2.48,"3km W of Cushing, Oklahoma"
2019-11-14T18:16:53.287Z,39.341,-119.7357,0.9,"8km WNW of Virginia City, Nevada"
2019-11-14T18:16:38.389Z,61.5651,-149.9364,1.8,"4km N of Big Lake, Alaska"
2019-11-14T18:15:51.070Z,36.0731667,-117.6463333,0.75,"27km E of Coso Junction, CA"
2019-11-14T18:15:08.770Z,19.0149994,-155.4376678,2.33,"21km SSE of Pahala, Hawaii"
2019-11-14T18:04:49.568Z,53.3881,-167.2513,1.9,"71km SW of Unalaska, Alaska"
2019-11-14T17:55:20.091Z,1.669,126.6274,4.9,"127km NW of Kota Ternate, Indonesia"
2019-11-14T17:53:58.208Z,38.5268,-115.2647,2,"30km SE of Currant, Nevada"
2019-11-14T17:49:49.470Z,33.8713333,-116.1981667,1.37,"17km N of Indio, CA"
2019-11-14T17:47:33.890Z,38.8240013,-122.8121643,0.56,"7km NW of The Geysers, CA"
2019-11-14T17:46:24.940Z,33.7115,-116.8353333,0.78,"7km SE of Valle Vista, CA"
2019-11-14T17:44:41.371Z,1.6912,126.5104,4.6,"138km NW of Kota Ternate, Indonesia"
2019-11-14T17:43:58.120Z,35.8716667,-117.6603333,0.82,"23km ESE of Little Lake, CA"
2019-11-14T17:43:11.820Z,34.4898333,-116.5103333,1.92,"40km NE of Big Bear City, CA"
2019-11-14T17:40:37.531Z,1.7155,126.5166,4.6,"139km NW of Kota Ternate, Indonesia"
2019-11-14T17:32:19.790Z,35.7425,-117.5358333,1.99,"12km WSW of Searles Valley, CA"
2019-11-14T17:20:27.840Z,35.801,-117.6201667,0.89,"20km W of Searles Valley, CA"
2019-11-14T17:18:58.060Z,39.4098333,-110.2943333,1.98,"18km SE of East Carbon City, Utah"
2019-11-14T17:15:24.860Z,19.0773335,-155.3891602,2.72,"17km SE of Pahala, Hawaii"
2019-11-14T17:13:08.270Z,58.181,-155.3105,-0.12,"97km SE of King Salmon, Alaska"
2019-11-14T17:11:36.928Z,1.6424,126.358,5,"132km E of Bitung, Indonesia"
2019-11-14T17:11:24.188Z,62.3913,-149.0371,2.4,"49km ENE of Y, Alaska"
2019-11-14T17:00:26.567Z,38.3844,-118.9069,1,"29km WSW of Hawthorne, Nevada"
2019-11-14T16:56:51.350Z,35.2871667,-118.5393333,1.26,"19km NNW of Tehachapi, CA"
2019-11-14T16:56:38.060Z,19.1463337,-155.451828,2.24,"7km SSE of Pahala, Hawaii"
2019-11-14T16:49:38.560Z,58.4625,-154.9366667,0.02,"103km ESE of King Salmon, Alaska"
2019-11-14T16:41:21.015Z,37.3149,-117.6077,1,"54km SW of Goldfield, Nevada"
2019-11-14T16:38:51.932Z,1.5368,126.6066,4.8,"118km NW of Kota Ternate, Indonesia"
2019-11-14T16:31:00.350Z,46.6156666666667,-119.845666666667,0.89,"8km SE of Desert Aire, Washington"
2019-11-14T16:29:33.520Z,19.5528336,-155.4216614,2.27,"23km NW of Volcano, Hawaii"
2019-11-14T16:20:50.840Z,35.6581667,-117.5401667,1.04,"13km ENE of Ridgecrest, CA"
2019-11-14T16:18:51.740Z,59.8403,-153.0021,1.3,"66km W of Anchor Point, Alaska"
2019-11-14T16:17:40.460Z,1.6002,126.4157,7.1,"138km E of Bitung, Indonesia"
2019-11-14T16:12:39.130Z,35.76,-117.5866667,1.73,"16km W of Searles Valley, CA"
2019-11-14T16:12:32.000Z,36.1521667,-117.964,1.91,"12km N of Coso Junction, CA"
2019-11-14T16:00:42.270Z,33.1353333,-116.6653333,0.75,"9km NW of Julian, CA"
2019-11-14T15:54:48.440Z,33.6316667,-116.68,-0.06,"8km N of Anza, CA"
2019-11-14T15:48:14.510Z,51.5635,-178.4028,1.6,"39km SSW of Tanaga Volcano, Alaska"
2019-11-14T15:41:17.148Z,57.2981,-153.1121,2.2,"63km SSW of Kodiak Station, Alaska"
2019-11-14T15:29:24.200Z,32.6866667,-115.8708333,1.1,"13km ESE of Ocotillo, CA"
2019-11-14T15:29:14.730Z,35.7593333,-117.5983333,0.77,"17km NNE of Ridgecrest, CA"
2019-11-14T15:27:31.840Z,35.8988333,-117.7211667,0.44,"17km ESE of Little Lake, CA"
